face_type_id,gender,cluster_id,member_id,alias_id,label,group_name,member_name,image_count,confidence,x,y
F02,F,1,lightsum__juhyeon,lightsum__juhyeon,라잇썸 주현,LIGHTSUM,Juhyeon,7,0.5559,0.0965,-0.0611
F01,F,4,lightsum__nayoung,lightsum__nayoung,라잇썸 나영,LIGHTSUM,Nayoung,8,0.5473,0.1438,0.1050
F08,F,5,lightsum__sangah,lightsum__sangah,라잇썸 상아,LIGHTSUM,Sangah,8,0.5233,-0.3166,-0.0279
F08,F,5,lightsum__yujeong,lightsum__yujeong,라잇썸 유정,LIGHTSUM,Yujeong,7,0.5533,-0.2300,-0.0357
F05,F,7,limelight__gaeun,limelight__gaeun,LIMELIGHT 가은,LIMELIGHT,Gaeun,8,0.6228,-0.0620,-0.1341
F01,F,4,limelight__miu,limelight__miu,LIMELIGHT 미유,LIMELIGHT,MiU,6,0.5584,0.0311,0.2127
F04,F,3,limelight__suhye,limelight__suhye,LIMELIGHT 수혜,LIMELIGHT,Suhye,8,0.6049,0.2584,-0.1589
F05,F,7,madein__gaeun,madein__gaeun,MADEIN 가은,MADEIN,Gaeun,8,0.6073,-0.0838,-0.0901
F01,F,4,madein__mashiro,madein__mashiro,MADEIN 마시로,MADEIN,Mashiro,5,0.6117,-0.2546,0.3024
F01,F,4,madein__miu,madein__miu,MADEIN 미유,MADEIN,MiU,8,0.5105,0.0433,0.2495
F04,F,3,madein__suhye,madein__suhye,MADEIN 수혜,MADEIN,Suhye,7,0.6154,0.3419,-0.1780
F01,F,4,madein__yeseo,madein__yeseo,MADEIN 예서,MADEIN,Yeseo,8,0.5519,-0.0523,0.0755
F07,F,2,mimiirose__anna,mimiirose__anna,미미로즈 안나,MIMIIROSE,Anna,8,0.7588,0.1092,-0.1267
F10,F,9,mimiirose__hyori,mimiirose__hyori,미미로즈 효리,MIMIIROSE,Hyori,7,0.6598,0.1877,0.0767
F04,F,3,mimiirose__jia,mimiirose__jia,미미로즈 지아,MIMIIROSE,Jia,8,0.6752,-0.1050,-0.1692
F02,F,1,mimiirose__yeonjae,mimiirose__yeonjae,미미로즈 연재,MIMIIROSE,Yeonjae,5,0.6646,0.2528,0.0268
F06,F,6,mimiirose__yerin,mimiirose__yerin,미미로즈 예린,MIMIIROSE,Yerin,6,0.6787,-0.0523,-0.0563
F08,F,5,mimiirose__yunju,mimiirose__yunju,미미로즈 윤주,MIMIIROSE,Yunju,6,0.7256,-0.2295,-0.0176
F04,F,3,odd_youth__kanie,odd_youth__kanie,ODD YOUTH 카니,ODD YOUTH,Kanie,7,0.4869,-0.0663,-0.0515
F02,F,1,odd_youth__maika,odd_youth__maika,ODD YOUTH 마이카,ODD YOUTH,Maika,6,0.4768,0.1659,0.0713
F01,F,4,odd_youth__myah,odd_youth__myah,ODD YOUTH 마야,ODD YOUTH,Myah,5,0.5421,-0.0650,0.0404
F02,F,1,odd_youth__yeeum,odd_youth__yeeum,ODD YOUTH 예음,ODD YOUTH,Yeeum,8,0.6601,-0.2447,-0.1647
F05,F,7,prikil__nana,prikil__nana,PRIKIL 나나,PRIKIL,Nana,8,0.5753,-0.1378,0.1786
F04,F,3,prikil__rin,prikil__rin,PRIKIL 린,PRIKIL,Rin,5,0.5484,0.3193,-0.1801
F03,F,8,prikil__rinko,prikil__rinko,PRIKIL 린코,PRIKIL,Rinko,8,0.5154,0.1894,0.2686
F04,F,3,prikil__uta,prikil__uta,PRIKIL 우타,PRIKIL,Uta,7,0.6872,-0.0298,-0.1323
F06,F,6,prikil__yukino,prikil__yukino,PRIKIL 유키노,PRIKIL,Yukino,7,0.5691,0.0497,0.0070
F04,F,3,queenz_eye__ahyoon,queenz_eye__ahyoon,Queenz Eye 아윤,Queenz Eye,Ahyoon,8,0.6135,-0.0185,-0.0535
F02,F,1,queenz_eye__damin,queenz_eye__damin,Queenz Eye 다민,Queenz Eye,Damin,7,0.5674,-0.0109,-0.1397
F06,F,6,queenz_eye__hannah,queenz_eye__hannah,Queenz Eye 해나,Queenz Eye,Hannah,5,0.5624,-0.0826,0.0406
F06,F,6,queenz_eye__narin,queenz_eye__narin,Queenz Eye 나린,Queenz Eye,Narin,7,0.6393,0.1325,0.1909
F06,F,6,queenz_eye__wonchae,queenz_eye__wonchae,Queenz Eye 원채,Queenz Eye,Wonchae,8,0.5861,-0.1505,-0.2648
F07,F,2,rocking_doll__juri,rocking_doll__juri,Rocking doll 주리,Rocking doll,Juri,5,0.5338,0.0121,-0.0506
F10,F,9,secret_number__denise,secret_number__denise,SECRET NUMBER 데니스,SECRET NUMBER,Denise,7,0.6115,0.0220,-0.0075
F01,F,4,secret_number__dinda,secret_number__dinda,SECRET NUMBER 딘다,SECRET NUMBER,Dinda,5,0.3623,0.1050,0.2837
F10,F,9,secret_number__dita,secret_number__dita,SECRET NUMBER 디타,SECRET NUMBER,Dita,5,0.6971,0.1435,0.2263
F03,F,8,secret_number__ebin,secret_number__ebin,SECRET NUMBER 에빈,SECRET NUMBER,Ebin,5,0.6288,-0.0555,0.0867
F09,F,0,secret_number__jinny,secret_number__jinny,SECRET NUMBER 진희,SECRET NUMBER,Jinny,8,0.6609,0.0912,-0.1778
F10,F,9,secret_number__min_c,secret_number__min_c,SECRET NUMBER 민씨,SECRET NUMBER,Min C,7,0.5248,0.2489,-0.0415
F10,F,9,secret_number__minji,secret_number__minji,SECRET NUMBER 민지,SECRET NUMBER,Minji,8,0.6848,0.2759,-0.0330
F03,F,8,secret_number__soodam,secret_number__soodam,SECRET NUMBER 수담,SECRET NUMBER,Soodam,8,0.7358,-0.0401,-0.2390
F06,F,6,secret_number__zuu,secret_number__zuu,SECRET NUMBER 주,SECRET NUMBER,Zuu,8,0.7746,0.1638,-0.0701
F03,F,8,triples__jiyeon,triples__jiyeon,tripleS 지연,tripleS,JiYeon,7,0.5374,-0.0642,-0.0956
F01,F,4,triples__joobin,triples__joobin,tripleS 주빈,tripleS,JooBin,7,0.7223,0.1593,0.1198
F02,F,1,triples__kaede,triples__kaede,tripleS 카에데,tripleS,Kaede,6,0.7042,0.3121,-0.1479
F04,F,3,triples__kotone,triples__kotone,tripleS 코토네,tripleS,Kotone,8,0.5724,-0.0196,-0.0054
F08,F,5,triples__lynn,triples__lynn,tripleS 린,tripleS,Lynn,8,0.6221,-0.3478,-0.0587
F07,F,2,triples__mayu,triples__mayu,tripleS 마유,tripleS,Mayu,5,0.5963,0.0258,0.1150
F04,F,3,triples__nien,triples__nien,tripleS 니엔,tripleS,Nien,8,0.5433,0.0955,-0.1609
F02,F,1,triples__seoah,triples__seoah,tripleS 서아,tripleS,SeoAh,7,0.5657,0.0090,-0.1896
F01,F,4,triples__sullin,triples__sullin,tripleS 설린,tripleS,Sullin,8,0.5441,0.1266,-0.0419
F03,F,8,triples__xinyu,triples__xinyu,tripleS 신위,tripleS,Xinyu,7,0.5505,-0.0885,-0.1722
F09,F,0,udtt__jessica,udtt__jessica,UDTT 제시카,UDTT,Jessica,8,0.4553,-0.1543,-0.0950
F06,F,6,udtt__koo_hanna,udtt__koo_hanna,UDTT 구한나,UDTT,Koo Hanna,8,0.5683,-0.1782,-0.0078
F05,F,7,udtt__kwon_yejin,udtt__kwon_yejin,UDTT 권예진,UDTT,Kwon Yejin,5,0.4600,-0.3054,0.0225
F03,F,8,unchild__heekie,unchild__heekie,UNCHILD 히키,UNCHILD,Heekie,6,0.3864,0.0499,-0.1658
F08,F,5,unchild__tina,unchild__tina,UNCHILD 티나,UNCHILD,Tina,6,0.6086,-0.2603,-0.0942
F08,F,5,unchild__yeeun,unchild__yeeun,UNCHILD 예은,UNCHILD,Yeeun,8,0.5219,-0.2497,-0.1711
F02,F,1,uspeer__chaena,uspeer__chaena,USPEER 채나,USPEER,Chaena,6,0.5789,-0.0597,-0.1840
F02,F,1,uspeer__daon,uspeer__daon,USPEER 다온,USPEER,Daon,6,0.4775,0.1975,-0.2158
F02,F,1,uspeer__roa,uspeer__roa,USPEER 로아,USPEER,Roa,8,0.6490,0.1689,-0.0740
F02,F,1,uspeer__seoyu,uspeer__seoyu,USPEER 서유,USPEER,Seoyu,7,0.5307,0.1701,-0.2365
F02,F,1,uspeer__sian,uspeer__sian,USPEER 시안,USPEER,Sian,6,0.6561,0.0359,-0.2181
F09,F,0,uspeer__soee,uspeer__soee,USPEER 소이,USPEER,Soee,6,0.7127,0.1416,-0.1039
F01,F,4,uspeer__yeowon,uspeer__yeowon,USPEER 여원,USPEER,Yeowon,7,0.6492,0.2126,0.1600
F05,F,7,vcha__camila,vcha__camila,VCHA 카밀라,VCHA,Camila,8,0.6292,-0.1473,0.1472
F04,F,3,vcha__kaylee,vcha__kaylee,VCHA 케일리,VCHA,Kaylee,6,0.4861,-0.0506,-0.2436
F05,F,7,vcha__kendall,vcha__kendall,VCHA 켄달,VCHA,Kendall,6,0.5234,-0.1675,0.3552
F01,F,4,vcha__kg,vcha__kg,VCHA 케이지,VCHA,KG,6,0.4975,0.0305,0.2033
F05,F,7,vcha__savanna,vcha__savanna,VCHA 사바나,VCHA,Savanna,7,0.5829,-0.1450,0.1636
F08,F,5,vvup__hyunny,vvup__hyunny,VVUP 현희,VVUP,Hyunny,6,0.6174,-0.0971,-0.0335
F08,F,5,vvup__jiyoon,vvup__jiyoon,VVUP 지윤,VVUP,Jiyoon,6,0.4853,-0.0974,-0.0830
F01,F,4,vvup__kim,vvup__kim,VVUP 킴,VVUP,Kim,7,0.4690,0.1234,0.0384
F06,F,6,vvup__paan,vvup__paan,VVUP 팬,VVUP,Paan,6,0.5428,0.0298,-0.1153
F08,F,5,vvup__suyeon,vvup__suyeon,VVUP 수연,VVUP,Suyeon,8,0.7487,-0.0362,-0.0653
F08,F,5,we_na__doa,we_na__doa,We;Na 도아,We;Na,DoA,5,0.6440,-0.0731,-0.0512
F10,F,9,we_na__euna,we_na__euna,We;Na 은아,We;Na,EunA,5,0.4448,0.1381,-0.1019
F01,F,4,wooah__lucy,wooah__lucy,WOOAH 루시,WOOAH,Lucy,8,0.5782,0.1233,0.1796
F04,F,3,wooah__minseo,wooah__minseo,WOOAH 민서,WOOAH,Minseo,7,0.5808,0.2315,0.0073
F07,F,2,wooah__nana,wooah__nana,WOOAH 나나,WOOAH,Nana,8,0.4865,-0.0916,-0.3109
F01,F,4,wooah__sora,wooah__sora,WOOAH 소라,WOOAH,Sora,7,0.6865,0.1765,0.1479
F06,F,6,wooah__wooyeon,wooah__wooyeon,WOOAH 우연,WOOAH,Wooyeon,7,0.5372,0.2245,0.0019
F01,F,4,x_in__aria,x_in__aria,X:IN 아리아,X:IN,Aria,6,0.5709,0.0034,0.1805
F01,F,4,x_in__e_sha,x_in__e_sha,X:IN 이샤,X:IN,E.sha,5,0.5253,0.1558,0.0818
F01,F,4,x_in__nizz,x_in__nizz,X:IN 니즈,X:IN,Nizz,5,0.8086,0.0492,0.1680
F05,F,7,x_in__nova,x_in__nova,X:IN 노바,X:IN,Nova,7,0.5671,-0.0759,0.0774
F07,F,2,young_posse__doeun,young_posse__doeun,YOUNG POSSE 도은,YOUNG POSSE,Doeun,7,0.5309,0.0834,-0.1084
F07,F,2,young_posse__jiana,young_posse__jiana,YOUNG POSSE 지아나,YOUNG POSSE,Jiana,7,0.5939,-0.0987,-0.0542
F02,F,1,young_posse__jieun,young_posse__jieun,YOUNG POSSE 지은,YOUNG POSSE,Jieun,6,0.5416,-0.0166,-0.2811
F06,F,6,young_posse__sunhye,young_posse__sunhye,YOUNG POSSE 선혜,YOUNG POSSE,Sunhye,6,0.5473,0.2145,-0.1110
F10,F,9,young_posse__yeonjung,young_posse__yeonjung,YOUNG POSSE 연정,YOUNG POSSE,Yeonjung,8,0.5560,0.1276,0.0169
F01,F,4,twice__chaeyoung,twice__chaeyoung,트와이스 채영,TWICE,Chaeyoung,7,0.5966,0.0041,0.1582
F04,F,3,twice__dahyun,twice__dahyun,트와이스 다현,TWICE,Dahyun,6,0.5707,-0.0595,-0.0200
F05,F,7,twice__jeongyeon,twice__jeongyeon,트와이스 정연,TWICE,Jeongyeon,9,0.3809,-0.3821,0.2593
F05,F,7,twice__jihyo,twice__jihyo,트와이스 지효,TWICE,Jihyo,5,0.6164,-0.1169,0.3166
F01,F,4,twice__mina,twice__mina,트와이스 미나,TWICE,Mina,11,0.5671,0.0875,0.2594
F01,F,4,twice__nayeon,twice__nayeon,트와이스 나연,TWICE,Nayeon,10,0.5367,0.0068,-0.0024
F03,F,8,twice__sana,twice__sana,트와이스 사나,TWICE,Sana,14,0.5662,0.1013,0.1438
F05,F,7,twice__tzuyu,twice__tzuyu,트와이스 쯔위,TWICE,Tzuyu,10,0.6583,-0.2870,0.1299
F03,F,8,itzy__chaeryeong,itzy__chaeryeong,있지 채령,ITZY,Chaeryeong,11,0.6505,0.1187,-0.0691
F05,F,7,itzy__lia,itzy__lia,있지 리아,ITZY,Lia,10,0.6179,-0.2923,0.0805
F08,F,5,itzy__ryujin,itzy__ryujin,있지 류진,ITZY,Ryujin,12,0.6436,-0.1749,0.2281
F07,F,2,itzy__yeji,itzy__yeji,있지 예지,ITZY,Yeji,15,0.7159,-0.2828,-0.2750
F05,F,7,itzy__yuna,itzy__yuna,있지 유나,ITZY,Yuna,11,0.6076,-0.3477,0.2001
F09,F,0,iu__iu,iu__iu,아이유,IU,IU,15,0.6463,0.1105,-0.0631
F08,F,5,red_velvet__irene,red_velvet__irene,레드벨벳 아이린,Red Velvet,Irene,10,0.5092,-0.2547,-0.1466
F09,F,0,red_velvet__joy,red_velvet__joy,레드벨벳 조이,Red Velvet,Joy,12,0.4886,0.0248,0.0336
F03,F,8,red_velvet__seulgi,red_velvet__seulgi,레드벨벳 슬기,Red Velvet,Seulgi,14,0.5475,-0.0752,0.0253
F07,F,2,red_velvet__wendy,red_velvet__wendy,레드벨벳 웬디,Red Velvet,Wendy,10,0.5668,-0.0828,0.0537
F09,F,0,red_velvet__yeri,red_velvet__yeri,레드벨벳 예리,Red Velvet,Yeri,12,0.5006,-0.1383,-0.0353
F08,F,5,blackpink__jennie,blackpink__jennie,블랙핑크 제니,BLACKPINK,Jennie,11,0.5412,-0.4233,0.1332
F06,F,6,blackpink__jisoo,blackpink__jisoo,블랙핑크 지수,BLACKPINK,Jisoo,10,0.5621,-0.0217,-0.2301
F01,F,4,blackpink__lisa,blackpink__lisa,블랙핑크 리사,BLACKPINK,Lisa,5,0.5050,0.0680,0.1565
F10,F,9,blackpink__rose,blackpink__rose,블랙핑크 로제,BLACKPINK,Rosé,10,0.6294,0.1366,-0.0502
F02,F,1,mamamoo__hwasa,mamamoo__hwasa,마마무 화사,MAMAMOO,Hwasa,8,0.5581,0.0951,-0.0419
F09,F,0,mamamoo__moonbyul,mamamoo__moonbyul,마마무 문별,MAMAMOO,Moonbyul,12,0.5406,-0.1466,0.0848
F07,F,2,mamamoo__solar,mamamoo__solar,마마무 솔라,MAMAMOO,Solar,11,0.6880,0.0531,0.1457
F06,F,6,mamamoo__wheein,mamamoo__wheein,마마무 휘인,MAMAMOO,Wheein,13,0.5940,-0.1170,-0.1302
F09,F,0,ohmygirl__arin,ohmygirl__arin,오마이걸 아린,OH MY GIRL,Arin,12,0.4985,-0.0471,0.2747
F07,F,2,ohmygirl__hyojung,ohmygirl__hyojung,오마이걸 효정,OH MY GIRL,Hyojung,12,0.6773,-0.0124,-0.1427
F10,F,9,ohmygirl__jiho,ohmygirl__jiho,오마이걸 지호,OH MY GIRL,Jiho,9,0.5389,0.0157,-0.0991
F02,F,1,ohmygirl__mimi,ohmygirl__mimi,오마이걸 미미,OH MY GIRL,Mimi,12,0.5405,0.0439,-0.2748
F09,F,0,ohmygirl__seunghee,ohmygirl__seunghee,오마이걸 승희,OH MY GIRL,Seunghee,12,0.5409,-0.1192,-0.1958
F03,F,8,ohmygirl__yooa,ohmygirl__yooa,오마이걸 유아,OH MY GIRL,YooA,10,0.5996,-0.1441,0.1236
F07,F,2,snsd__hyoyeon,snsd__hyoyeon,소녀시대 효연,Girls' Generation,Hyoyeon,10,0.5654,-0.2228,-0.1201
F01,F,4,snsd__seohyun,snsd__seohyun,소녀시대 서현,Girls' Generation,Seohyun,10,0.6155,0.0479,0.2511
F02,F,1,snsd__sooyoung,snsd__sooyoung,소녀시대 수영,Girls' Generation,Sooyoung,8,0.5933,0.0129,-0.0391
F07,F,2,snsd__sunny,snsd__sunny,소녀시대 써니,Girls' Generation,Sunny,8,0.5830,-0.1164,0.0307
F09,F,0,snsd__taeyeon,snsd__taeyeon,소녀시대 태연,Girls' Generation,Taeyeon,6,0.4712,0.0939,-0.3121
F04,F,3,snsd__tiffany,snsd__tiffany,소녀시대 티파니,Girls' Generation,Tiffany,10,0.5346,-0.0087,0.0382
F10,F,9,snsd__yoona,snsd__yoona,소녀시대 윤아,Girls' Generation,Yoona,10,0.5622,0.2729,-0.1090
F10,F,9,snsd__yuri,snsd__yuri,소녀시대 유리,Girls' Generation,Yuri,10,0.5674,0.0847,0.1499
F07,F,2,katseye__daniela,katseye__daniela,KATSEYE Daniela Avanzini,KATSEYE,Daniela,10,0.4486,-0.1853,0.0182
F01,F,4,katseye__lara,katseye__lara,KATSEYE Lara Raj,KATSEYE,Lara,5,0.4890,0.0581,0.0610
F05,F,7,katseye__manon,katseye__manon,KATSEYE Manon Bannerman,KATSEYE,Manon,10,0.6672,-0.1480,0.0408
F05,F,7,katseye__megan,katseye__megan,KATSEYE Megan Skiendiel,KATSEYE,Megan,9,0.6177,-0.0785,0.1321
F04,F,3,katseye__sophia,katseye__sophia,KATSEYE Sophia Laforteza,KATSEYE,Sophia,8,0.4611,0.1066,0.1454
F06,F,6,bbgirls__eunji,bbgirls__eunji,브브걸 은지,BBGIRLS,Eunji,21,0.4995,-0.0243,0.1567
F06,F,6,bbgirls__minyoung,bbgirls__minyoung,브브걸 민영,BBGIRLS,Minyoung,5,0.6797,0.1787,-0.0928
F04,F,3,bbgirls__yuna,bbgirls__yuna,브브걸 유나,BBGIRLS,Yuna,9,0.5168,0.2322,-0.0751
F04,F,3,exid__elly,exid__elly,이엑스아이디 엘리,EXID,Elly,6,0.5310,0.1361,-0.1001
F10,F,9,exid__hani,exid__hani,이엑스아이디 하니,EXID,Hani,10,0.5132,0.1482,0.2536
F05,F,7,exid__hyelin,exid__hyelin,이엑스아이디 혜린,EXID,Hyelin,10,0.6054,-0.0324,0.1332
F01,F,4,exid__jeonghwa,exid__jeonghwa,이엑스아이디 정화,EXID,Jeonghwa,7,0.6471,0.0067,0.1465
F04,F,3,exid__solji,exid__solji,이엑스아이디 솔지,EXID,Solji,8,0.6949,0.1898,-0.0717
F01,F,4,gfriend__sowon,gfriend__sowon,여자친구 소원,GFRIEND,Sowon,5,0.6850,0.0882,0.1499
F02,F,1,gfriend__yerin,gfriend__yerin,여자친구 예린,GFRIEND,Yerin,13,0.5507,0.0952,-0.2828
F09,F,0,gfriend__yuju,gfriend__yuju,여자친구 유주,GFRIEND,Yuju,5,0.5469,0.0043,0.0538
F05,F,7,ladies_code__ashley,ladies_code__ashley,레이디스 코드 애슐리,Ladies' Code,Ashley,12,0.4368,-0.1803,0.0766
F04,F,3,ladies_code__sojung,ladies_code__sojung,레이디스 코드 소정,Ladies' Code,Sojung,9,0.5242,-0.0532,0.0404
F01,F,4,ladies_code__zuny,ladies_code__zuny,레이디스 코드 주니,Ladies' Code,Zuny,5,0.6382,0.0011,-0.0201
F06,F,6,lovelyz__baby_soul,lovelyz__baby_soul,러블리즈 베이비소울,Lovelyz,Baby Soul,6,0.6588,0.1485,-0.0133
F10,F,9,lovelyz__jiae,lovelyz__jiae,러블리즈 지애,Lovelyz,Jiae,5,0.6006,0.3505,-0.1012
F06,F,6,lovelyz__jin,lovelyz__jin,러블리즈 진,Lovelyz,Jin,7,0.6974,0.2349,-0.0986
F10,F,9,lovelyz__jisoo,lovelyz__jisoo,러블리즈 지수,Lovelyz,Jisoo,10,0.6121,0.0261,-0.0736
F02,F,1,lovelyz__kei,lovelyz__kei,러블리즈 케이,Lovelyz,Kei,6,0.6894,0.0524,-0.1189
F04,F,3,lovelyz__mijoo,lovelyz__mijoo,러블리즈 미주,Lovelyz,Mijoo,5,0.6357,0.1862,0.0426
F10,F,9,lovelyz__sujeong,lovelyz__sujeong,러블리즈 수정,Lovelyz,Sujeong,7,0.5830,0.1706,-0.1985
F02,F,1,lovelyz__yein,lovelyz__yein,러블리즈 예인,Lovelyz,Yein,5,0.6846,0.2238,-0.1391
F02,F,1,momoland__ahin,momoland__ahin,모모랜드 아인,MOMOLAND,Ahin,9,0.6285,-0.0786,-0.1262
F10,F,9,momoland__hyebin,momoland__hyebin,모모랜드 혜빈,MOMOLAND,Hyebin,8,0.5392,0.1192,0.1337
F03,F,8,momoland__jane,momoland__jane,모모랜드 제인,MOMOLAND,Jane,8,0.5588,-0.0383,0.1579
F09,F,0,momoland__jooe,momoland__jooe,모모랜드 주이,MOMOLAND,JooE,9,0.7058,0.0779,-0.2684
F05,F,7,momoland__nancy,momoland__nancy,모모랜드 낸시,MOMOLAND,Nancy,7,0.5942,-0.1485,0.2714
F10,F,9,momoland__nayun,momoland__nayun,모모랜드 나윤,MOMOLAND,Nayun,8,0.6769,0.1801,-0.2423
F01,F,4,wjsn__bona,wjsn__bona,우주소녀 보나,WJSN,Bona,9,0.6495,-0.1276,0.1585
F06,F,6,wjsn__dawon,wjsn__dawon,우주소녀 다원,WJSN,Dawon,7,0.5736,0.2825,-0.1644
F10,F,9,wjsn__dayoung,wjsn__dayoung,우주소녀 다영,WJSN,Dayoung,8,0.6065,0.1561,0.3510
F04,F,3,wjsn__eunseo,wjsn__eunseo,우주소녀 은서,WJSN,Eunseo,6,0.5386,-0.0442,-0.0385
F04,F,3,wjsn__exy,wjsn__exy,우주소녀 엑시,WJSN,Exy,5,0.7009,0.2974,0.1662
F06,F,6,wjsn__luda,wjsn__luda,우주소녀 루다,WJSN,Luda,23,0.4998,0.1140,-0.4213
F04,F,3,wjsn__seola,wjsn__seola,우주소녀 설아,WJSN,Seola,9,0.6090,0.2191,0.0984
F06,F,6,wjsn__soobin,wjsn__soobin,우주소녀 수빈,WJSN,Soobin,5,0.6577,0.2401,0.1518
F06,F,6,wjsn__yeonjung,wjsn__yeonjung,우주소녀 연정,WJSN,Yeonjung,8,0.5710,-0.0135,-0.0512
F09,F,0,wjsn__yeoreum,wjsn__yeoreum,우주소녀 여름,WJSN,Yeoreum,15,0.5866,-0.1067,-0.3944
F09,F,0,allday_project__annie,allday_project__annie,올데이 프로젝트 애니,ALLDAY PROJECT,Annie,6,0.5996,-0.0345,0.1638
F07,F,2,allday_project__bailey,allday_project__bailey,올데이 프로젝트 베일리,ALLDAY PROJECT,Bailey,8,0.5618,-0.1975,0.0455
F09,F,0,allday_project__youngseo,allday_project__youngseo,올데이 프로젝트 영서,ALLDAY PROJECT,Youngseo,8,0.5968,-0.1537,-0.0715
M07,M,0,ahof__chih_en,ahof__chih_en,AHOF 즈언,AHOF,Chih En,8,0.7477,-0.2863,-0.1181
M11,M,9,ahof__daisuke,ahof__daisuke,AHOF 다이스케,AHOF,Daisuke,9,0.6502,-0.0167,-0.1395
M10,M,10,ahof__jeongwoo,ahof__jeongwoo,AHOF 정우,AHOF,Jeongwoo,7,0.5797,-0.0331,-0.1483
M02,M,3,ahof__jl,ahof__jl,AHOF 제이엘,AHOF,JL,11,0.5932,-0.1596,-0.3140
M02,M,3,ahof__juwon,ahof__juwon,AHOF 주원,AHOF,Juwon,6,0.4095,0.0915,-0.2463
M10,M,10,ahof__shuaibo,ahof__shuaibo,AHOF 슈아이보,AHOF,Shuaibo,5,0.5640,-0.1769,-0.0529
M01,M,5,ahof__steven,ahof__steven,AHOF 스티븐,AHOF,Steven,12,0.7145,-0.0013,0.2211
M02,M,3,ahof__woongki,ahof__woongki,AHOF 웅기,AHOF,Woongki,5,0.6418,0.0476,-0.3354
M05,M,1,allhours__hyunbin,allhours__hyunbin,올아워즈 현빈,ALL(H)OURS,Hyunbin,8,0.6104,0.1755,-0.1994
M07,M,0,allhours__kunho,allhours__kunho,올아워즈 건호,ALL(H)OURS,Kunho,8,0.6760,-0.0420,0.1894
M09,M,7,allhours__masami,allhours__masami,올아워즈 마사미,ALL(H)OURS,Masami,10,0.6915,-0.3049,0.0961
M07,M,0,allhours__minje,allhours__minje,올아워즈 민제,ALL(H)OURS,Minje,12,0.6958,-0.1053,0.0078
M02,M,3,allhours__on_n,allhours__on_n,올아워즈 온,ALL(H)OURS,ON:N,12,0.6786,0.0716,-0.2384
M02,M,3,allhours__xayden,allhours__xayden,올아워즈 제이든,ALL(H)OURS,Xayden,8,0.6749,0.1597,-0.0883
M06,M,8,allhours__youmin,allhours__youmin,올아워즈 유민,ALL(H)OURS,Youmin,6,0.7571,0.0785,0.2887
M06,M,8,alpha_drive_one__anxin,alpha_drive_one__anxin,알파드라이브원 안신,ALPHA DRIVE ONE,Anxin,10,0.7145,-0.1390,0.0901
M01,M,5,alpha_drive_one__arno,alpha_drive_one__arno,알파드라이브원 아르노,ALPHA DRIVE ONE,Arno,8,0.6518,0.0085,0.1460
M04,M,2,alpha_drive_one__geonwoo,alpha_drive_one__geonwoo,알파드라이브원 건우,ALPHA DRIVE ONE,Geonwoo,7,0.7191,0.1473,0.1635
M02,M,3,alpha_drive_one__junseo,alpha_drive_one__junseo,알파드라이브원 준서,ALPHA DRIVE ONE,Junseo,7,0.7587,-0.0540,-0.0854
M04,M,2,alpha_drive_one__leo,alpha_drive_one__leo,알파드라이브원 리오,ALPHA DRIVE ONE,Leo,10,0.6641,-0.2161,-0.0476
M11,M,9,alpha_drive_one__sanghyeon,alpha_drive_one__sanghyeon,알파드라이브원 상현,ALPHA DRIVE ONE,Sanghyeon,8,0.7181,-0.1325,-0.0741
M02,M,3,alpha_drive_one__sangwon,alpha_drive_one__sangwon,알파드라이브원 상원,ALPHA DRIVE ONE,Sangwon,11,0.6856,-0.0132,-0.1440
M04,M,2,alpha_drive_one__xinlong,alpha_drive_one__xinlong,알파드라이브원 씬롱,ALPHA DRIVE ONE,Xinlong,8,0.6494,-0.0407,0.1267
M07,M,0,ampersandone__brian,ampersandone__brian,앰퍼샌드원 브라이언,AMPERS&ONE,Brian,13,0.7074,-0.1053,-0.2600
M04,M,2,ampersandone__jiho,ampersandone__jiho,앰퍼샌드원 지호,AMPERS&ONE,Jiho,7,0.6604,-0.1152,0.0307
M07,M,0,ampersandone__kamden,ampersandone__kamden,앰퍼샌드원 캠든,AMPERS&ONE,Kamden,8,0.6949,0.0852,-0.0309
M08,M,6,ampersandone__kyrell,ampersandone__kyrell,앰퍼샌드원 카이렐,AMPERS&ONE,Kyrell,8,0.7029,0.1760,0.2953
M09,M,7,ampersandone__mackiah,ampersandone__mackiah,앰퍼샌드원 마카야,AMPERS&ONE,Mackiah,11,0.6342,-0.3560,0.2214
M02,M,3,ampersandone__seungmo,ampersandone__seungmo,앰퍼샌드원 승모,AMPERS&ONE,Seungmo,8,0.5907,0.0046,-0.1770
M02,M,3,ampersandone__siyun,ampersandone__siyun,앰퍼샌드원 시윤,AMPERS&ONE,Siyun,8,0.7474,0.0909,-0.1061
M07,M,0,and2ble__han_yujin,and2ble__han_yujin,앤더블 한유진,AND2BLE,Han Yujin,12,0.6070,-0.2767,-0.3769
M10,M,10,and2ble__kim_gyuvin,and2ble__kim_gyuvin,앤더블 김규빈,AND2BLE,Kim Gyuvin,10,0.7535,-0.2530,-0.2454
M10,M,10,and2ble__ricky,and2ble__ricky,앤더블 리키,AND2BLE,Ricky,8,0.7441,-0.0482,0.0953
M08,M,6,and2ble__yoo_seungeon,and2ble__yoo_seungeon,앤더블 유승언,AND2BLE,Yoo Seungeon,7,0.8271,0.0807,-0.1619
